case_id,inner,time_s,interface_points_count,H_median,regional_roughness,max_slope,principal_spike_region,pseudo_spike_regional_flag,center_hole_points,inner_edge_points,jet_roi_points,H_center_hole,H_inner_edge,point_count_original,point_count_used,postprocess_method
J1_true_geometry_jet1_diagnostic,13,0.0012000000000000001,132,-1.9178631155673825e-06,0.0009661750905603486,2.294865572287868,global,False,10,3,10,8.102976731627577e-05,3.029065446168844e-05,16272,1405,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,14,0.0013000000000000002,132,-1.8740984372631584e-06,0.0009634057061818374,2.2903208990420065,global,False,11,4,11,7.929149600585878e-05,2.9208233583922992e-05,16272,1405,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,15,0.0014,132,-1.9980220427436647e-06,0.000960595332441137,2.285752316927457,global,False,11,4,11,7.89421434881305e-05,2.9299258303883896e-05,16272,1405,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,16,0.0015,132,-1.9543157182570073e-06,0.0009577443935182893,2.2811603862284815,global,False,11,4,11,7.859407545312877e-05,2.9400512704223894e-05,16272,1405,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,17,0.0016,132,-1.96921073346879e-06,0.0009548526779446855,2.276545510755934,global,False,11,4,11,7.824737757847953e-05,2.9511965637273412e-05,16272,1405,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,18,0.0017000000000000001,132,-2.0100438082349126e-06,0.0009519197442574613,2.2719080677384103,global,False,11,4,11,7.790159985603618e-05,2.9634014577346228e-05,16272,1404,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,19,0.0018000000000000002,132,-2.0463781635267394e-06,0.0009489473358545665,2.2672437159679233,global,False,11,4,11,7.755855557459435e-05,2.9764133928314082e-05,16272,1404,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,20,0.0019,132,-2.1969271714380758e-06,0.0009459347683195632,2.262553950824991,global,False,11,4,11,7.721784636979988e-05,2.9902922920589947e-05,16272,1404,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,21,0.002,132,-2.353976549011724e-06,0.0009428815089536232,2.2578399182291298,global,False,11,4,11,7.687922118341324e-05,3.005077356447981e-05,16272,1404,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,22,0.0021000000000000003,132,-2.5171314091147576e-06,0.0009397913348719661,2.253099569525219,global,False,11,4,11,7.654404740407846e-05,3.0204778850151718e-05,16272,1404,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,23,0.0022,132,-2.6866228825581325e-06,0.0009366622959191363,2.248334477007215,global,False,11,4,11,7.621174360751226e-05,3.036622446758072e-05,16272,1404,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,24,0.0023,132,-2.6005250614650347e-06,0.0009334957232477361,2.243547668654225,global,False,10,4,10,7.73867270933133e-05,3.0534902633356835e-05,16272,1403,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,25,0.0024000000000000002,132,-2.956444743904224e-06,0.0009303170711805048,2.238776098490901,global,False,10,4,10,7.707197381702545e-05,3.0705853905250496e-05,16272,1403,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,26,0.0025,132,-3.2325655581005762e-06,0.000927113286745678,2.2340019099578186,global,False,10,4,10,7.676098318047358e-05,3.0881618703770364e-05,16272,1403,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,27,0.0026000000000000003,132,-3.2948780490090725e-06,0.0009238842343353884,2.229225685083414,global,False,10,4,10,7.645375587230826e-05,3.106222012406201e-05,16272,1402,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,28,0.0027,132,-3.100797432241934e-06,0.0009206297767159563,2.224448029729886,global,False,10,4,10,7.615029238083082e-05,3.124768142832362e-05,16272,1402,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,29,0.0028,132,-2.903613169427468e-06,0.0009173513443988303,2.2196709933610483,global,False,10,4,10,7.585075867406837e-05,3.14375512919151e-05,16272,1402,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,30,0.0029000000000000002,132,-2.705805068631616e-06,0.0009140695191873422,2.214913829235698,global,False,10,4,10,7.555733476118925e-05,3.162559771098349e-05,16272,1402,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,31,0.003,132,-2.505561480004504e-06,0.0009107697735810372,2.2101639971820695,global,False,10,4,10,7.52684902088881e-05,3.1816215902221355e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,32,0.0031000000000000003,132,-2.3351040323322894e-06,0.0009074520332871213,2.2054221213106935,global,False,10,4,10,7.49842245983836e-05,3.200942134451523e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,33,0.0032,132,-2.652840906481172e-06,0.0009041162234309065,2.2006888457562246,global,False,10,4,10,7.470453727308536e-05,3.2205229600749404e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,34,0.0033,132,-2.776368079074146e-06,0.0009007643275082797,2.1959666706358822,global,False,10,4,10,7.442963694649713e-05,3.2403098473576943e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,35,0.0034000000000000002,132,-2.2716322537151275e-06,0.0008974234579924671,2.19128029407997,global,False,12,5,12,7.099030800083378e-05,3.163370403001298e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,36,0.0035,132,-1.9162316191225157e-06,0.0008940746672882466,2.1866132564059333,global,False,12,5,12,7.072000955518965e-05,3.183793156473489e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,37,0.0036000000000000003,132,-2.3469253269919985e-06,0.0008907179690315612,2.181966133856957,global,False,11,5,11,7.20504332206035e-05,3.204228946591348e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,38,0.0037,132,-1.6368820542237377e-06,0.0008873533768460539,2.1773395133549656,global,False,11,5,11,7.179678255690396e-05,3.224678247296657e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,39,0.0038,132,-1.911114138462101e-06,0.0008839823190327651,2.1727344052891757,global,False,11,5,11,7.154955229397207e-05,3.245085805889987e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,40,0.0039000000000000003,132,-2.0569585705151276e-06,0.0008806234966010807,2.168156684037777,global,False,11,5,11,7.131186007316264e-05,3.2647179004580175e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,41,0.004,132,-2.3139263532290565e-06,0.0008772639657675877,2.1636029065530122,global,False,11,5,11,7.108151122378845e-05,3.284088168306549e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,42,0.0041,132,-2.8574092860583275e-06,0.0008739038066451177,2.159073529949923,global,False,11,5,11,7.085850172883223e-05,3.303196130960166e-05,16272,1401,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,43,0.004200000000000001,132,-2.212665915412828e-06,0.000870543099014275,2.1545690121680647,global,False,11,5,11,7.064282720481625e-05,3.322041298443158e-05,16272,1400,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,44,0.0043,132,-1.6141050265746303e-06,0.0008671829097903173,2.1500889584687033,global,False,11,5,11,7.043463886499052e-05,3.340568441583481e-05,16272,1400,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,45,0.0044,132,-2.0670593380034895e-06,0.0008638363619540557,2.1456224093397283,global,False,11,5,11,7.023598315220066e-05,3.358056196532683e-05,16272,1400,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,46,0.0045000000000000005,132,-2.5977565876003804e-06,0.0008604944889114786,2.1411774154804424,global,False,10,5,10,7.163921205293193e-05,3.377333243486392e-05,16272,1400,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,47,0.0046,132,-3.176539996874242e-06,0.0008571574142516295,2.136754240588863,global,False,10,5,10,7.145251372160912e-05,3.3983385362485984e-05,16272,1400,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,48,0.0047,132,-3.7582103233161298e-06,0.0008538252605560989,2.1323531389689783,global,False,10,5,10,7.127304399888915e-05,3.4186599348010465e-05,16272,1400,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,49,0.0048000000000000004,132,-4.452918021784697e-06,0.0008504985877628986,2.127972228339768,global,False,10,5,10,7.110097931489198e-05,3.438251387158393e-05,16272,1400,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,50,0.0049,132,-4.783291306255063e-06,0.0008471833080220038,2.1235835157350844,global,False,10,5,10,7.093872063569522e-05,3.4565160479988414e-05,16272,1400,npz_binned_crossing_160
J1_true_geometry_jet1_diagnostic,51,0.005,132,-4.984363636625645e-06,0.000843875525986361,2.1192065003640868,global,False,10,5,10,7.078456988857451e-05,3.4738702420400184e-05,16272,1400,npz_binned_crossing_160
