case	time	z_low	r_low	z_maxk	r_maxk	qjet_low	ql_low	qjet_maxk	ql_maxk	z_jet
2808	0.110000	-1.996094e+00	1.953125e-02	-4.726562e-01	8.007812e-01	0.000000e+00	0.000000e+00	6.068792e-01	3.098486e+00	-1.957031e+00
2808	0.120000	-1.996094e+00	1.953125e-02	-5.117188e-01	8.007812e-01	0.000000e+00	0.000000e+00	7.227033e-01	3.202780e+00	-1.957031e+00
2808	0.130000	-1.957031e+00	1.953125e-02	-5.507812e-01	8.398438e-01	0.000000e+00	0.000000e+00	6.781057e-01	3.104402e+00	-1.957031e+00
2808	0.140000	-1.957031e+00	1.953125e-02	-6.289062e-01	8.789062e-01	0.000000e+00	0.000000e+00	5.724016e-01	2.763696e+00	-1.957031e+00
2808	0.150000	-1.957031e+00	1.953125e-02	-6.289062e-01	8.789062e-01	0.000000e+00	0.000000e+00	6.950032e-01	3.050458e+00	-1.957031e+00
2808	0.160000	-1.957031e+00	1.953125e-02	-6.679688e-01	8.789062e-01	0.000000e+00	0.000000e+00	7.512318e-01	3.088059e+00	-1.917969e+00
2808	0.170000	-1.957031e+00	1.953125e-02	-7.460938e-01	9.179688e-01	0.000000e+00	0.000000e+00	6.299763e-01	2.747369e+00	-1.917969e+00
2808	0.180000	-1.957031e+00	1.953125e-02	-8.242188e-01	9.179688e-01	0.000000e+00	0.000000e+00	5.811170e-01	2.483224e+00	-1.917969e+00
2808	0.190000	-1.957031e+00	1.953125e-02	-8.632812e-01	9.179688e-01	0.000000e+00	0.000000e+00	5.911618e-01	2.469680e+00	-1.917969e+00
2808	0.200000	-1.957031e+00	1.953125e-02	-9.023438e-01	9.179688e-01	0.000000e+00	0.000000e+00	5.968263e-01	2.449685e+00	-1.917969e+00
2808	0.210000	-1.957031e+00	1.953125e-02	-9.414062e-01	9.179688e-01	0.000000e+00	0.000000e+00	5.993977e-01	2.421992e+00	-1.917969e+00
2808	0.220000	-1.917969e+00	1.953125e-02	-9.804688e-01	9.179688e-01	0.000000e+00	0.000000e+00	5.999916e-01	2.394599e+00	-1.917969e+00
2808	0.230000	-1.917969e+00	1.953125e-02	-1.019531e+00	9.179688e-01	0.000000e+00	0.000000e+00	5.988314e-01	2.365002e+00	-1.917969e+00
2808	0.240000	-1.917969e+00	1.953125e-02	-1.058594e+00	9.179688e-01	0.000000e+00	0.000000e+00	6.029497e-01	2.341900e+00	-1.878906e+00
2808	0.250000	-1.917969e+00	1.953125e-02	-1.097656e+00	8.789062e-01	0.000000e+00	0.000000e+00	5.926053e-01	2.293554e+00	-1.878906e+00
2808	0.260000	-1.917969e+00	1.953125e-02	-1.136719e+00	8.789062e-01	0.000000e+00	0.000000e+00	5.792166e-01	2.245746e+00	-1.878906e+00
2808	0.270000	-1.917969e+00	1.953125e-02	-1.175781e+00	8.789062e-01	0.000000e+00	0.000000e+00	5.716384e-01	2.198467e+00	-1.878906e+00
2808	0.280000	-1.878906e+00	1.953125e-02	-1.214844e+00	8.398438e-01	0.000000e+00	0.000000e+00	5.497758e-01	2.131098e+00	-1.878906e+00
2808	0.290000	-1.878906e+00	1.953125e-02	-1.253906e+00	8.398438e-01	0.000000e+00	0.000000e+00	5.177466e-01	2.046973e+00	-1.839844e+00
2808	0.300000	-1.878906e+00	1.953125e-02	-1.292969e+00	8.007812e-01	0.000000e+00	0.000000e+00	4.886589e-01	1.957266e+00	-1.839844e+00
2808	0.310000	-1.878906e+00	1.953125e-02	-1.332031e+00	8.007812e-01	0.000000e+00	0.000000e+00	4.626557e-01	1.869215e+00	-1.839844e+00
2808	0.320000	-1.878906e+00	1.953125e-02	-1.371094e+00	7.617188e-01	0.000000e+00	0.000000e+00	4.211653e-01	1.756761e+00	-1.839844e+00
2808	0.330000	-1.839844e+00	1.953125e-02	-1.410156e+00	7.226562e-01	0.000000e+00	0.000000e+00	3.813294e-01	1.636392e+00	-1.800781e+00
2808	0.340000	-1.839844e+00	1.953125e-02	-1.410156e+00	7.226562e-01	0.000000e+00	0.000000e+00	4.455913e-01	1.840272e+00	-1.800781e+00
2808	0.350000	-1.839844e+00	1.953125e-02	-1.449219e+00	6.835938e-01	0.000000e+00	0.000000e+00	3.945571e-01	1.686766e+00	-1.800781e+00
2808	0.360000	-1.800781e+00	1.953125e-02	-1.488281e+00	6.445312e-01	0.000000e+00	0.000000e+00	3.395506e-01	1.520540e+00	-1.761719e+00
2808	0.370000	-1.800781e+00	1.953125e-02	-1.527344e+00	5.664062e-01	0.000000e+00	0.000000e+00	2.600892e-01	1.291401e+00	-1.761719e+00
2808	0.380000	-1.800781e+00	1.953125e-02	-1.527344e+00	5.664062e-01	0.000000e+00	0.000000e+00	3.081812e-01	1.460515e+00	-1.761719e+00
2808	0.390000	-1.761719e+00	1.953125e-02	-1.566406e+00	5.273438e-01	0.000000e+00	0.000000e+00	2.438880e-01	1.221144e+00	-1.722656e+00
2808	0.400000	-1.761719e+00	1.953125e-02	-1.566406e+00	4.882812e-01	0.000000e+00	0.000000e+00	2.560607e-01	1.320795e+00	-1.722656e+00
2808	0.410000	-1.761719e+00	1.953125e-02	-1.605469e+00	4.101562e-01	0.000000e+00	0.000000e+00	1.584664e-01	9.720216e-01	-1.683594e+00
2808	0.420000	-1.722656e+00	1.953125e-02	-1.605469e+00	3.320312e-01	0.000000e+00	0.000000e+00	1.345075e-01	9.401068e-01	-1.683594e+00
2808	0.430000	-1.683594e+00	1.953125e-02	-1.605469e+00	2.929688e-01	0.000000e+00	0.000000e+00	1.281188e-01	9.520211e-01	-1.644531e+00
2808	0.440000	-1.683594e+00	1.953125e-02	-1.605469e+00	2.148438e-01	0.000000e+00	0.000000e+00	8.235226e-02	8.401109e-01	-1.605469e+00
2808	0.450000	-1.644531e+00	1.953125e-02	-1.566406e+00	1.757812e-01	0.000000e+00	0.000000e+00	1.016323e-01	1.396952e+00	-1.332031e+00
2808	0.460000	-1.605469e+00	9.765625e-02	-1.566406e+00	5.859375e-02	1.359784e-02	3.818186e-01	3.343997e-03	1.712127e-01	-1.253906e+00
2808	0.470000	-1.566406e+00	1.953125e-02	-1.371094e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.214844e+00
2808	0.480000	-1.605469e+00	1.953125e-02	-1.214844e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.019531e+00
2808	0.490000	-1.605469e+00	1.953125e-02	-8.242188e-01	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-8.242188e-01
2808	0.500000	-1.605469e+00	1.953125e-02	-1.332031e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-7.070312e-01
2808	0.510000	-1.605469e+00	1.953125e-02	-1.449219e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-5.898438e-01
2808	0.520000	-1.644531e+00	1.953125e-02	-1.644531e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.726562e-01
2808	0.530000	-1.644531e+00	1.953125e-02	-1.605469e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-3.164062e-01
2808	0.540000	-1.683594e+00	1.953125e-02	-1.683594e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.992188e-01
2808	0.550000	-1.722656e+00	1.953125e-02	-1.722656e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-1.210938e-01
2808	0.560000	-1.761719e+00	1.953125e-02	-1.761719e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-4.296875e-02
2808	0.570000	-1.800781e+00	1.953125e-02	-1.800781e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.421875e-02
2808	0.580000	-1.800781e+00	1.953125e-02	-1.761719e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	1.523438e-01
2808	0.590000	-1.839844e+00	1.953125e-02	-1.839844e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	2.695312e-01
2808	0.600000	-1.839844e+00	1.953125e-02	-1.136719e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.867188e-01
2808	0.610000	-1.878906e+00	1.953125e-02	-1.878906e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.039062e-01
2808	0.620000	-1.878906e+00	1.953125e-02	-1.878906e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.820312e-01
2808	0.630000	-1.878906e+00	1.953125e-02	-1.839844e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.601562e-01
2808	0.640000	-1.917969e+00	1.953125e-02	-1.917969e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	4.648438e-01
2808	0.650000	-1.917969e+00	1.953125e-02	-1.917969e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.429688e-01
2808	0.660000	-1.917969e+00	1.953125e-02	-1.917969e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	5.820312e-01
2808	0.670000	-1.917969e+00	1.953125e-02	-1.878906e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.210938e-01
2808	0.680000	-1.957031e+00	1.953125e-02	-1.957031e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	6.601562e-01
2808	0.690000	-1.957031e+00	1.953125e-02	-1.957031e+00	1.953125e-02	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	7.382812e-01
