requested_relative_ms	sample_time_s	sample_relative_ms	file	jet_top_mm	base_radius_mm	max_radius_mm	max_to_base_ratio	upper_mean_radius_mm	lower_mean_radius_mm	upper_to_lower_ratio	layers_with_multiple_central_crossings	max_central_crossings
73.5	0.21975	73.4166666667	interface-000219750us.dat	7.41949826137	2.730846361	3.58259178886	1.31189796688	3.49497457194	3.11754157231	1.12106751133	2	2
74	0.22025	73.9166666667	interface-000220250us.dat	7.47142518619	2.70900478216	3.55922083083	1.31384811657	3.48954181525	3.10508069597	1.12381678833	2	2
74.5	0.22075	74.4166666667	interface-000220750us.dat	7.52043680292	2.69627417404	3.54038421048	1.31306535684	3.45557925748	3.11901641552	1.10790672351	3	2
75	0.22125	74.9166666667	interface-000221250us.dat	7.56853931869	2.68635827687	3.54546392697	1.31980307969	3.46382608934	3.10732796885	1.11472819222	2	2
75.5	0.22175	75.4166666667	interface-000221750us.dat	7.61374249914	2.67886460994	3.52589999436	1.31619193492	3.45796625873	3.0965490806	1.11671611485	2	2
76	0.22225	75.9166666667	interface-000222250us.dat	7.6580526826	2.67269359351	3.55100233927	1.32862305948	3.46180786796	3.08519237113	1.12207196554	2	2
76.5	0.22275	76.4166666667	interface-000222750us.dat	7.70047413378	2.66642155371	3.52352651967	1.32144390851	3.45893410056	3.07338792883	1.12544663435	1	2
77	0.22325	76.9166666667	interface-000223250us.dat	7.74101079902	2.65937998661	3.50230541907	1.31696314054	3.45993424161	3.04932420445	1.13465607775	3	2
77.5	0.22375	77.4166666667	interface-000223750us.dat	7.77966504559	2.65064608393	3.53066731103	1.33200253796	3.45909500987	3.03653099951	1.13916011739	3	2
78	0.22425	77.9166666667	interface-000224250us.dat	7.81743899135	2.63945853357	3.5099890407	1.32981404938	3.42361032127	3.02456818202	1.13193359026	3	2
78.5	0.22475	78.4166666667	interface-000224750us.dat	7.85333471424	2.62951665066	3.49388241626	1.32871659717	3.42634232377	3.01264545945	1.13732012939	1	2
79	0.22525	78.9166666667	interface-000225250us.dat	7.88735452989	2.60098502702	3.49992376791	1.34561473117	3.42193140975	3.02261802548	1.13210845065	2	2
79.5	0.22575	79.4166666667	interface-000225750us.dat	7.92050082433	2.60907882373	3.48439430793	1.33548832494	3.41666435618	3.01154591116	1.13452175626	2	2
80	0.22625	79.9166666667	interface-000226250us.dat	7.95277582489	2.61585324677	3.47836289166	1.32972401872	3.41920954652	3.00086999149	1.13940609097	2	2
80.5	0.22675	80.4166666667	interface-000226750us.dat	7.98318160801	2.6202907217	3.46395005245	1.32197165137	3.42091861388	2.99020020354	1.14404333523	2	2
81	0.22725	80.9166666667	interface-000227250us.dat	8.01272000042	2.62129096461	3.48662880008	1.33011895557	3.41727997353	2.97932756521	1.14699706519	2	2
81.5	0.22775	81.4166666667	interface-000227750us.dat	8.04039269972	2.61816188941	3.46632444896	1.32395344343	3.40969979503	2.95939855396	1.15215971518	3	2
82	0.22825	81.9166666667	interface-000228250us.dat	8.06820115937	2.61239589166	3.48114873683	1.33255022638	3.41156363119	2.94879951661	1.15693305427	3	2
82.5	0.22875	82.4166666667	interface-000228750us.dat	8.09414673386	2.6042953277	3.46272962361	1.32962248435	3.40245851257	2.93798507498	1.15809251093	1	2
83	0.22925	82.9166666667	interface-000229250us.dat	8.11923058779	2.59380382904	3.46470618733	1.33576261571	3.40302662782	2.92656675174	1.16280506016	1	2
83.5	0.22975	83.4166666667	interface-000229750us.dat	8.14345374094	2.57606823525	3.44824742156	1.33856990835	3.3716346593	2.91774933899	1.1555600799	1	2
84	0.23025	83.9166666667	interface-000230250us.dat	8.16681720899	2.58548732886	3.4460740036	1.33285279148	3.37332763186	2.90805619807	1.15999396232	1	2
84.5	0.23075	84.4166666667	interface-000230750us.dat	8.18932176128	2.5903110909	3.42646342051	1.32279996505	3.35934418671	2.88902152309	1.16279652466	2	2
85	0.23125	84.9166666667	interface-000231250us.dat	8.20996792519	2.5897195053	3.44710767619	1.33107375881	3.36058880885	2.87878549351	1.16736339558	1	2
85.5	0.23175	85.4166666667	interface-000231750us.dat	8.23075628323	2.58522930792	3.42779388939	1.32591483428	3.35168228836	2.86739209581	1.16889569908	1	2
86	0.23225	85.9166666667	interface-000232250us.dat	8.25068741536	2.57758330884	3.43755878723	1.33363634666	3.35125901841	2.855902267	1.1734501762	1	2
86.5	0.23275	86.4166666667	interface-000232750us.dat	8.26876191612	2.56680624385	3.42107932283	1.33281556839	3.34393307234	2.84562114215	1.17511534575	2	2
87	0.23325	86.9166666667	interface-000233250us.dat	8.28698020303	2.55228720194	3.41986547239	1.33992188253	3.34305518083	2.83495893025	1.17922525972	2	2
87.5	0.23375	87.4166666667	interface-000233750us.dat	8.30434259645	2.55199231821	3.4056206737	1.33449487657	3.34245554381	2.81703227202	1.18651659657	3	2
88	0.23425	87.9166666667	interface-000234250us.dat	8.32184938384	2.55610373314	3.39711110027	1.32901926327	3.3369054813	2.807155988	1.18871394948	3	2
88.5	0.23475	88.4166666667	interface-000234750us.dat	8.33750078261	2.55445942838	3.41736284972	1.33780275066	3.33771967098	2.79519053324	1.19409379478	3	2
89	0.23525	88.9166666667	interface-000235250us.dat	8.35229698896	2.54845082921	3.39774619987	1.33325946921	3.32792526264	2.78285949491	1.19586535674	2	2
89.5	0.23575	89.4166666667	interface-000235750us.dat	8.3672381226	2.5385312727	3.40566385513	1.34158830019	3.32653537824	2.76931796982	1.20121106153	2	2
90	0.23625	89.9166666667	interface-000236250us.dat	8.3813242907	2.52483919867	3.38975195273	1.34256152016	3.31959954384	2.75693298744	1.20409148825	1	2
